TransactionID,Time,V1,V2,V3,V4,V5,Amount,Class
1,105509,0.4091006183324468,-1.7798529462216388,2.1819848092499425,-2.1495762115515324,0.4847862320947285,34.35812883278965,1
2,93608,1.86536893503283,-1.7961368031864953,0.14993650253387292,-2.243604262169765,0.41709016053948234,15.565817621414745,1
3,114310,0.2071339989144545,-2.4452052644122255,1.7662696720435234,-0.2220214763604429,1.4773635251066617,55.28487272926035,1
4,143181,0.7764014182718229,-2.365617404190149,0.12587815378363176,-0.09657208321269128,-0.407369782230964,29.769864152553204,1
5,45802,0.8346290861224352,-2.4357477390168776,-0.096624493402839,0.32782117284308526,0.9242701395378298,12.035036660000301,0
6,34622,1.7148835960763722,-0.1800747473647657,1.4243402100148683,-1.3327254982169037,1.7396638644311888,144.7940602124476,1
7,109935,0.9569388011191334,-0.9977120638564959,2.17036516022993,0.47189242193865644,0.7891874397209125,8.090122818638742,1
8,117919,1.2516609768510798,-0.7709253117942975,2.1743180127155615,-0.5756603432219174,1.8040175547613144,13.502593996659021,1
9,133669,1.0308773143571837,-0.9204264650578342,1.8588244161636094,-0.10367713791967659,1.1787998123854608,20.49700494615631,1
10,171669,0.47989415115347844,1.5920022863445993,0.818316606002313,-1.570500603623177,-0.9896281365703375,16.363807508622116,0
11,172026,0.07846985257497252,-0.2906474855446828,1.1194582555188832,-0.9385122446072248,0.47610995767764747,85.58190861306109,1
12,69519,2.8269324258736215,-0.33086877292032063,-0.5894394425182221,1.044160877069072,0.6818914896263114,35.81412474037158,0
13,148112,1.4783486346446695,-1.5092133625991346,0.2536402801130272,-1.3849076534177698,0.4212414284783115,141.39392235019446,1
14,44772,0.6001786060829385,-1.657134962278058,0.4022810961017552,-1.4534628957248072,0.5134583841022402,18.90440443118618,1
15,122431,1.2683715659676587,-2.7464667255790336,1.431647667125763,-1.8471575686902646,2.611028809190788,15.05473233355411,1
16,96090,-0.07568265999573165,-1.1285462932519568,0.44832487784358444,-2.9943824698200245,2.4994709401137896,36.43764985700854,1
17,158988,0.9969544045107357,-0.13381948975600994,1.0731246375866412,0.3696421921980939,-0.10730214400422888,36.67757785520873,0
18,44871,1.8445954324151765,-1.3824523976692902,-0.8759632998916196,-1.3703140677864662,-0.27910821436284816,152.47280668382174,1
19,26372,-0.3958939685741134,-1.739028658023233,1.75233033817668,0.6273053642892163,0.4805652473414494,57.1684828413789,1
20,39080,0.2242357134645401,0.8704806172412125,-1.1718572330401555,-1.5537587660160643,0.8178896580250287,29.455223154736306,0
21,106242,1.0184968378643329,-3.1770650464428547,1.2784766638853897,0.6288577078135673,-0.5741321320421057,180.77387189235588,1
22,42722,0.127053940076577,1.9117084801423434,-1.4719011429313564,-1.6135613978767411,1.4711703274936085,42.479504790728875,0
23,29048,0.561250531233856,-0.16927713924620313,0.043388467342251075,-1.77623523289832,0.40865281148067084,51.84188753274814,0
24,85205,1.4668183962954018,-1.3391222792700388,1.4700611152689556,-0.9237326800997566,1.3578056099257847,85.56007161981016,1
25,140849,0.1998459235200472,-0.003673750176965862,-0.977982586756561,-0.82688035403986,-0.22647889190152676,55.35690813703086,0
26,54711,-0.0223204692113399,1.4171585208254964,1.4213160519224513,0.9983108981479604,-0.4316203127180484,58.58783727968113,0
27,167403,0.6934853854217495,1.0951932200277323,0.5351718016819695,1.0495527153193351,-0.535235211560568,22.67854241801829,0
28,20968,0.23329810929734018,-1.796064137720634,1.2029173905232373,-3.1140440660001056,2.573441885622985,252.19313403232692,1
29,11292,1.335563416414709,-0.2714813564854638,1.7376058122312088,-0.5412301947560785,2.0955313880867092,66.38570396390965,1
30,171866,0.9188745151119136,-0.42065324024322426,2.5120268785432494,-1.4281437391691783,0.9989337870288837,24.4109919142191,1
31,79459,-0.384629825760004,0.9906255991627686,-2.0701038177118356,0.8925973382993092,-1.2111719292807812,8.99549676483981,0
32,50192,0.740474737960399,0.1803622010733188,0.4524899544171478,0.22391413406466143,1.3641404299738442,10.937771948193209,0
33,158775,1.443123458512893,-1.2942425056364577,2.456583385827982,-1.000352577794164,1.131842092134848,29.60173820788347,1
34,84193,0.37748051851886255,0.4577525401427507,-1.3417605754816244,0.33417641724489744,-0.15525904882474875,9.539873659486533,0
35,69165,1.3599363840466219,0.8170059495766975,0.5835693232004776,-1.3659557112005343,1.2119439853864005,33.85406757489064,0
36,67650,-0.25185814589244676,2.7581992856682525,-0.6642475986573886,0.18455130319703697,1.5421099525678756,34.89654567797807,0
37,129858,1.8958638390937854,0.17344227663244483,0.8274552786381909,-1.1405987069098615,1.4001430331138838,133.44610512356226,1
38,101398,3.055503314794263,-0.7757652554647082,0.7535734939931005,-2.411567359102828,0.6373404796838322,45.33839511608604,1
39,97885,2.0417807747840127,-2.0512200297825025,-1.4317693162508136,-1.027106007780926,0.7582424459724615,96.52097644390315,1
40,153329,1.3531528533329036,0.16044484614334498,0.5815006973726244,0.028318376130461172,0.02975613949574519,79.67776908157137,0
41,100588,0.46476084123651673,0.25088770185601805,0.0733416643704082,0.24395319790850026,-0.22320225463480511,58.073406251667805,0
42,103356,1.0858001586508321,0.6254575617849647,-1.066976143129213,-0.047711356141979855,-0.0036025390905684044,43.22885661095593,0
43,83509,1.1508979621679722,0.06262821160060336,0.29046484992888955,-0.10322175293249623,0.26536234939962844,69.60766663593995,0
44,51672,0.5644589011844433,-0.7916774913744078,1.460368715904861,-1.7106450871824899,2.1710653260070334,26.655189267094034,1
45,22113,1.3701502383164275,0.17347874075093994,-0.9818746512277178,-0.16306696394376388,-0.7449026448064491,58.36205629693989,0
46,694,0.5801611588196067,-0.6096035199216461,0.3240610444640897,-0.47383934707091613,-0.014452270878279104,19.294205362738417,0
47,15588,0.8796149405632057,-2.7793989305072206,0.1600321708499336,-0.32334895919944256,2.6159076311326945,9.244125289767862,1
48,64373,1.7925672738473306,-3.704391631602775,0.47011544763618973,-1.2882738424515447,1.5333268260712385,128.45204692676543,1
